asset_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,lat_lon,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,asset_name,asset_type,st_astext
136114061,IDN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.149,tonnes_coal_extracted,2022-10-10 23:24:31.706643,,Singlurus Pratama Coal Mine,Subbituminous,POINT(117.141823 -0.849881)
136114026,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,275890.19,0,tonnes_gas_per_coal_extracted,3.5,coal_mine_depth,0.752,2.632,tonnes_coal_extracted,2022-10-10 23:24:31.698626,,Toksun Coal Mine,Bituminous,POINT(87.519177 43.237625)
136114061,IDN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,75447.52,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.149,tonnes_coal_extracted,2022-10-10 23:24:31.70665,,Singlurus Pratama Coal Mine,Subbituminous,POINT(117.141823 -0.849881)
136114026,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,763789.95,0,tonnes_gas_per_coal_extracted,3.5,coal_mine_depth,0.752,2.632,tonnes_coal_extracted,2022-10-10 23:24:31.698632,,Toksun Coal Mine,Bituminous,POINT(87.519177 43.237625)
136114061,IDN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,208873.17,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.149,tonnes_coal_extracted,2022-10-10 23:24:31.706655,,Singlurus Pratama Coal Mine,Subbituminous,POINT(117.141823 -0.849881)
136114027,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.698846,,Gondegaon-Ghatrohana Coal Mine,Subbituminous,POINT(79.19242476 21.26629731)
136114062,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.113,tonnes_coal_extracted,2022-10-10 23:24:31.706858,,Vostochno-Beisky Coal Mine,Bituminous,POINT(91.380636 53.30865)
136114027,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.698834,,Gondegaon-Ghatrohana Coal Mine,Subbituminous,POINT(79.19242476 21.26629731)
136114062,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,10950,3517.5,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.113,tonnes_coal_extracted,2022-10-10 23:24:31.706864,,Vostochno-Beisky Coal Mine,Bituminous,POINT(91.380636 53.30865)
136114027,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2814,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.69884,,Gondegaon-Ghatrohana Coal Mine,Subbituminous,POINT(79.19242476 21.26629731)
136114062,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.113,tonnes_coal_extracted,2022-10-10 23:24:31.70687,,Vostochno-Beisky Coal Mine,Bituminous,POINT(91.380636 53.30865)
136114062,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,326309.33,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.113,tonnes_coal_extracted,2022-10-10 23:24:31.706877,,Vostochno-Beisky Coal Mine,Bituminous,POINT(91.380636 53.30865)
136114027,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,83857.2,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.698853,,Gondegaon-Ghatrohana Coal Mine,Subbituminous,POINT(79.19242476 21.26629731)
136114062,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,903373.14,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.113,tonnes_coal_extracted,2022-10-10 23:24:31.706883,,Vostochno-Beisky Coal Mine,Bituminous,POINT(91.380636 53.30865)
136114027,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,232155,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.69886,,Gondegaon-Ghatrohana Coal Mine,Subbituminous,POINT(79.19242476 21.26629731)
136114028,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699066,,Jhanjhara Coal Mine,Subbituminous,POINT(87.313146 23.665321)
136114063,UKR,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,52507,16937.6,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707092,,Heroes of Space Coal Mine,Bituminous,POINT(35.9563957 48.5954636)
136114063,UKR,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707085,,Heroes of Space Coal Mine,Bituminous,POINT(35.9563957 48.5954636)
136114028,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,12382,3537.6,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699073,,Jhanjhara Coal Mine,Subbituminous,POINT(87.313146 23.665321)
136114028,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699078,,Jhanjhara Coal Mine,Subbituminous,POINT(87.313146 23.665321)
136114063,UKR,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.7071,,Heroes of Space Coal Mine,Bituminous,POINT(35.9563957 48.5954636)
136114028,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,368971.68,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699086,,Jhanjhara Coal Mine,Subbituminous,POINT(87.313146 23.665321)
136114063,UKR,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,1564695.49,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707107,,Heroes of Space Coal Mine,Bituminous,POINT(35.9563957 48.5954636)
136114028,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,1021482,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699091,,Jhanjhara Coal Mine,Subbituminous,POINT(87.313146 23.665321)
136114063,UKR,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,4331791.2,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707113,,Heroes of Space Coal Mine,Bituminous,POINT(35.9563957 48.5954636)
136114064,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.70732,,Mangrol Valia Coal Mine,Lignite,POINT(73.1 21.4167)
136114029,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699303,,Koyagudem Coal Mines,Subbituminous,POINT(80.4845 17.6258)
136114029,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2814,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699312,,Koyagudem Coal Mines,Subbituminous,POINT(80.4845 17.6258)
136114064,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2492,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707326,,Mangrol Valia Coal Mine,Lignite,POINT(73.1 21.4167)
136114029,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699318,,Koyagudem Coal Mines,Subbituminous,POINT(80.4845 17.6258)
136114064,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707332,,Mangrol Valia Coal Mine,Lignite,POINT(73.1 21.4167)
136114029,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,83857.2,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.699325,,Koyagudem Coal Mines,Subbituminous,POINT(80.4845 17.6258)
136114064,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,74273.52,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707338,,Mangrol Valia Coal Mine,Lignite,POINT(73.1 21.4167)
136114029,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,232155,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.5,tonnes_coal_extracted,2022-10-10 23:24:31.69933,,Koyagudem Coal Mines,Subbituminous,POINT(80.4845 17.6258)
136114064,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,205623,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707346,,Mangrol Valia Coal Mine,Lignite,POINT(73.1 21.4167)
136114030,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.45,tonnes_coal_extracted,2022-10-10 23:24:31.699536,,Jagannath Coal Mine,Lignite,POINT(85.147665 20.949857)
136114065,SVN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707548,,Velenje Coal Mine,Lignite,POINT(15.077637 46.368919)
136114030,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2774,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.45,tonnes_coal_extracted,2022-10-10 23:24:31.699542,,Jagannath Coal Mine,Lignite,POINT(85.147665 20.949857)
136114065,SVN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,14954,4824,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707554,,Velenje Coal Mine,Lignite,POINT(15.077637 46.368919)
136114030,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.45,tonnes_coal_extracted,2022-10-10 23:24:31.699548,,Jagannath Coal Mine,Lignite,POINT(85.147665 20.949857)
136114065,SVN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.70756,,Velenje Coal Mine,Lignite,POINT(15.077637 46.368919)
136114065,SVN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,445641.12,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707567,,Velenje Coal Mine,Lignite,POINT(15.077637 46.368919)
136114030,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,82659.24,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.45,tonnes_coal_extracted,2022-10-10 23:24:31.699557,,Jagannath Coal Mine,Lignite,POINT(85.147665 20.949857)
136114065,SVN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,1233738,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.1,tonnes_coal_extracted,2022-10-10 23:24:31.707572,,Velenje Coal Mine,Lignite,POINT(15.077637 46.368919)
136114030,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,228838.5,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.45,tonnes_coal_extracted,2022-10-10 23:24:31.699562,,Jagannath Coal Mine,Lignite,POINT(85.147665 20.949857)
136114066,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.09,tonnes_coal_extracted,2022-10-10 23:24:31.707772,,Kyrgayskaya Coal Mine,Bituminous,POINT(87.043047 54.116377)
136114031,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.44730186,tonnes_coal_extracted,2022-10-10 23:24:31.699766,,Wambo Coal Mine,Bituminous,POINT(151.006688 -32.575524)
136114066,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,10869,3517.5,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.09,tonnes_coal_extracted,2022-10-10 23:24:31.70778,,Kyrgayskaya Coal Mine,Bituminous,POINT(87.043047 54.116377)
136114031,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,50998,14793.6,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.44730186,tonnes_coal_extracted,2022-10-10 23:24:31.699772,,Wambo Coal Mine,Bituminous,POINT(151.006688 -32.575524)
136114066,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.09,tonnes_coal_extracted,2022-10-10 23:24:31.707785,,Kyrgayskaya Coal Mine,Bituminous,POINT(87.043047 54.116377)
136114031,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.44730186,tonnes_coal_extracted,2022-10-10 23:24:31.699778,,Wambo Coal Mine,Bituminous,POINT(151.006688 -32.575524)
136114031,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,1519740.54,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.44730186,tonnes_coal_extracted,2022-10-10 23:24:31.699785,,Wambo Coal Mine,Bituminous,POINT(151.006688 -32.575524)
136114066,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,323898.44,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.09,tonnes_coal_extracted,2022-10-10 23:24:31.707792,,Kyrgayskaya Coal Mine,Bituminous,POINT(87.043047 54.116377)
136114031,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,4207335.4,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.44730186,tonnes_coal_extracted,2022-10-10 23:24:31.69979,,Wambo Coal Mine,Bituminous,POINT(151.006688 -32.575524)
136114066,RUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,896698.69,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.09,tonnes_coal_extracted,2022-10-10 23:24:31.707798,,Kyrgayskaya Coal Mine,Bituminous,POINT(87.043047 54.116377)
136114032,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,3.4,coal_mine_depth,0.752,2.5568,tonnes_coal_extracted,2022-10-10 23:24:31.699993,,Jinhuagong Coal Mine,Bituminous,POINT(113.16219 40.109769)
136114067,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708,,Lila Canyon Coal Mine,Bituminous,POINT(-110.436869 39.615848)
136114032,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,5208,2036.8,tonnes_gas_per_coal_extracted,3.4,coal_mine_depth,0.752,2.5568,tonnes_coal_extracted,2022-10-10 23:24:31.699999,,Jinhuagong Coal Mine,Bituminous,POINT(113.16219 40.109769)
136114067,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,39951,12971.2,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708006,,Lila Canyon Coal Mine,Bituminous,POINT(-110.436869 39.615848)
136114032,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,3.4,coal_mine_depth,0.752,2.5568,tonnes_coal_extracted,2022-10-10 23:24:31.700004,,Jinhuagong Coal Mine,Bituminous,POINT(113.16219 40.109769)
136114067,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708012,,Lila Canyon Coal Mine,Bituminous,POINT(-110.436869 39.615848)
136114032,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,155189.17,0,tonnes_gas_per_coal_extracted,3.4,coal_mine_depth,0.752,2.5568,tonnes_coal_extracted,2022-10-10 23:24:31.700011,,Jinhuagong Coal Mine,Bituminous,POINT(113.16219 40.109769)
136114067,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,1190548.62,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.70802,,Lila Canyon Coal Mine,Bituminous,POINT(-110.436869 39.615848)
136114032,CHN,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,429634.44,0,tonnes_gas_per_coal_extracted,3.4,coal_mine_depth,0.752,2.5568,tonnes_coal_extracted,2022-10-10 23:24:31.700017,,Jinhuagong Coal Mine,Bituminous,POINT(113.16219 40.109769)
136114067,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,3295981.92,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708025,,Lila Canyon Coal Mine,Bituminous,POINT(-110.436869 39.615848)
136114033,ROU,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700224,,Rosiuta Coal Mine,Lignite,POINT(23.002111 44.85125)
136114068,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708225,,Oaktown Fuels Coal Mine No. 1,Bituminous,POINT(-87.429362 38.874125)
136114033,ROU,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2734,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.70023,,Rosiuta Coal Mine,Lignite,POINT(23.002111 44.85125)
136114068,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,39951,12971.2,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708231,,Oaktown Fuels Coal Mine No. 1,Bituminous,POINT(-87.429362 38.874125)
136114033,ROU,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700236,,Rosiuta Coal Mine,Lignite,POINT(23.002111 44.85125)
136114068,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708237,,Oaktown Fuels Coal Mine No. 1,Bituminous,POINT(-87.429362 38.874125)
136114033,ROU,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,81461.28,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700244,,Rosiuta Coal Mine,Lignite,POINT(23.002111 44.85125)
136114068,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,1190548.62,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.708244,,Oaktown Fuels Coal Mine No. 1,Bituminous,POINT(-87.429362 38.874125)
136114033,ROU,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,225522,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700249,,Rosiuta Coal Mine,Lignite,POINT(23.002111 44.85125)
136114068,USA,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,3295981.92,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.08,tonnes_coal_extracted,2022-10-10 23:24:31.70825,,Oaktown Fuels Coal Mine No. 1,Bituminous,POINT(-87.429362 38.874125)
136114034,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700452,,Jawaharkhani 5 Coal Mine,Subbituminous,POINT(80.3225 17.5783)
136114069,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.05,tonnes_coal_extracted,2022-10-10 23:24:31.708457,,Moranbah North Coal Mine,Bituminous,POINT(147.956742 -21.871331)
136114034,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,2734,804,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700459,,Jawaharkhani 5 Coal Mine,Subbituminous,POINT(80.3225 17.5783)
136114069,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,28119,9219.2,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.05,tonnes_coal_extracted,2022-10-10 23:24:31.708463,,Moranbah North Coal Mine,Bituminous,POINT(147.956742 -21.871331)
136114034,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700464,,Jawaharkhani 5 Coal Mine,Subbituminous,POINT(80.3225 17.5783)
136114069,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.05,tonnes_coal_extracted,2022-10-10 23:24:31.708469,,Moranbah North Coal Mine,Bituminous,POINT(147.956742 -21.871331)
136114034,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,81461.28,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700471,,Jawaharkhani 5 Coal Mine,Subbituminous,POINT(80.3225 17.5783)
136114069,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_100yr,837933.09,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.05,tonnes_coal_extracted,2022-10-10 23:24:31.708476,,Moranbah North Coal Mine,Bituminous,POINT(147.956742 -21.871331)
136114034,IND,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,225522,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700477,,Jawaharkhani 5 Coal Mine,Subbituminous,POINT(80.3225 17.5783)
136114069,AUS,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2e_20yr,2319781.2,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.05,tonnes_coal_extracted,2022-10-10 23:24:31.708481,,Moranbah North Coal Mine,Bituminous,POINT(147.956742 -21.871331)
136114035,ZAF,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700689,,Greenside Coal Mine,Bituminous,POINT(29.18545 -25.960979)
136114070,POL,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,co2,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.02,tonnes_coal_extracted,2022-10-10 23:24:31.708683,,Borynia-Zofiówka-Jastrzębie Coal Mine,Bituminous,POINT(18.9881119 50.24216782)
136114035,ZAF,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,16037,4716.8,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700695,,Greenside Coal Mine,Bituminous,POINT(29.18545 -25.960979)
136114070,POL,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,ch4,55360,18331.2,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.02,tonnes_coal_extracted,2022-10-10 23:24:31.70869,,Borynia-Zofiówka-Jastrzębie Coal Mine,Bituminous,POINT(18.9881119 50.24216782)
136114035,ZAF,coal-mining,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,,n2o,0,0,tonnes_gas_per_coal_extracted,,coal_mine_depth,,3.4,tonnes_coal_extracted,2022-10-10 23:24:31.700701,,Greenside Coal Mine,Bituminous,POINT(29.18545 -25.960979)
