iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
TKM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
IRQ,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ISL,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TON,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TTO,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MNP,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TUN,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MNP,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
MNP,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
MOZ,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:08.972227
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:24.817812
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:24.817812
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
JAM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MRT,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
JEY,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
TUV,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
TUV,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
TUV,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
TUV,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
TUV,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
TWN,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TZA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:24.817812
MSR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0.024,tonnes,,2022-09-06 12:39:52.76017,
UGA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
UKR,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:24.817812
KEN,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KGZ,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
KGZ,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:28.766969
KHM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KHM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
KIR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
KNA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
USA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
USA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
UZB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
VCT,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KOR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
LAO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.084681
LBN,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
VEN,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
VGB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MSR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,17.6,tonnes,,2022-09-06 12:39:52.76017,
LBR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MSR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,1484.736,tonnes,,2022-09-06 12:39:52.76017,
MSR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,499.1600000000001,tonnes,,2022-09-06 12:39:52.76017,
MSR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
LBY,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MTQ,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
LCA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
VNM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.151093
VUT,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MUS,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
LKA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
WLF,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
WSM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
LSO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MWI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,38.109469,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:11.927998
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
LUX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
LVA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MAC,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.497854
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.497854
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
XKX,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
YEM,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ZMB,2016-01-01 00:00:00,2016-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.497854
ABW,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AFG,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.497854
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
MAF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
MAR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MCO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
MCO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
MCO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
MCO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
MCO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
MDA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MDG,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
MDV,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MWI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,28777.358587,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:11.927998
MEX,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
MWI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,2427359.0211239997,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:11.927998
MWI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,815865.049721,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:11.927998
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:25.821821
MWI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:08.972227
MYS,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:08.972227
MKD,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
MYT,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
MKD,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.403109
MKD,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.403109
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,16.957607,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:33.707361
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,12516.32879,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:33.707361
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,1055848.426608,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:33.707361
MLI,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,354950.971975,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:33.707361
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
MMR,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.731343
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
ATF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
ATF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
ATF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
ATF,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
MNE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.731343
MNE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
MNE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.731343
MNE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
MNE,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
MNG,2015-01-01 00:00:00,2015-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:29.731343
